order_id,product_id,category,price,return_reason,return_days,condition,customer_type,resolution
ORD100676,PID3188,Clothing,330.28,Not as described,7,Used,Prime,Replacement
ORD100677,PID4425,Home,144.09,Not as described,27,Opened,Prime,Replacement
ORD100678,PID2564,Home,259.82,Quality not good,18,Unopened,Prime,Replacement
ORD100679,PID7545,Home,186.36,Quality not good,16,Unopened,Prime,Refund
ORD100680,PID3281,Beauty,81.93,Missing parts,28,Unopened,Prime,Refund
ORD100681,PID5443,Electronics,227.53,Wrong item received,24,Unopened,Prime,Replacement
ORD100682,PID4762,Beauty,219.91,Changed mind,15,Opened,Non-Prime,Refund
ORD100683,PID3310,Clothing,228.52,Arrived late,1,Opened,Prime,Replacement
ORD100684,PID7439,Home,257.46,Quality not good,2,Unopened,Non-Prime,Replacement
ORD100685,PID3434,Beauty,93.85,Not as described,24,Damaged,Prime,Replacement
ORD100686,PID4557,Beauty,442.34,Quality not good,10,Damaged,Non-Prime,Refund
ORD100687,PID4119,Home,467.86,Size too small,25,Damaged,Non-Prime,Refund
ORD100688,PID8625,Sports,50.54,Better price available,30,Opened,Prime,Refund
ORD100689,PID8071,Clothing,482.72,Better price available,22,Opened,Non-Prime,Replacement
ORD100690,PID1171,Beauty,167.16,Defective product,30,Damaged,Prime,Refund
ORD100691,PID4195,Sports,403.24,Changed mind,25,Damaged,Prime,Replacement
ORD100692,PID5523,Beauty,283.52,Changed mind,18,Opened,Prime,Refund
ORD100693,PID5685,Beauty,176.28,Defective product,25,Damaged,Prime,Replacement
ORD100694,PID6157,Clothing,290.15,Missing parts,22,Used,Prime,Refund
ORD100695,PID9884,Sports,364.98,Better price available,30,Damaged,Non-Prime,Replacement
ORD100696,PID5031,Home,409.52,Changed mind,22,Used,Non-Prime,Refund
ORD100697,PID4660,Clothing,259.72,Defective product,24,Damaged,Non-Prime,Replacement
ORD100698,PID4346,Home,361.57,Item damaged,4,Damaged,Prime,Refund
ORD100699,PID8439,Clothing,267.43,Better price available,7,Opened,Non-Prime,Refund
ORD100700,PID7622,Sports,425.88,Missing parts,24,Damaged,Prime,Refund
ORD100701,PID4530,Home,460.92,Size too large,27,Unopened,Prime,Refund
ORD100702,PID5846,Home,349.52,Defective product,6,Opened,Prime,Replacement
ORD100703,PID6884,Beauty,284.51,Item damaged,28,Unopened,Prime,Replacement
ORD100704,PID4678,Electronics,253.33,Size too small,15,Used,Non-Prime,Refund
ORD100705,PID3597,Electronics,71.03,Size too large,24,Opened,Non-Prime,Replacement
ORD100706,PID8620,Beauty,50.7,Better price available,3,Used,Non-Prime,Replacement
ORD100707,PID8002,Electronics,455.15,Wrong item received,26,Damaged,Prime,Replacement
ORD100708,PID3698,Home,272.55,Changed mind,12,Opened,Non-Prime,Refund
ORD100709,PID4230,Electronics,102.94,Item damaged,7,Damaged,Prime,Replacement
ORD100710,PID1403,Home,201.74,Missing parts,23,Used,Non-Prime,Refund
ORD100711,PID1955,Electronics,255.1,Arrived late,8,Damaged,Prime,Refund
ORD100712,PID1794,Home,134.54,Arrived late,19,Used,Non-Prime,Replacement
ORD100713,PID4807,Beauty,88.45,Arrived late,16,Opened,Prime,Refund
ORD100714,PID9676,Clothing,251.67,Defective product,19,Used,Prime,Replacement
ORD100715,PID8007,Sports,85.27,No longer needed,20,Used,Prime,Refund
ORD100716,PID3327,Clothing,190.11,Better price available,15,Unopened,Non-Prime,Replacement
ORD100717,PID2994,Electronics,301.91,Defective product,14,Opened,Non-Prime,Refund
ORD100718,PID5899,Electronics,161.12,Wrong item received,11,Unopened,Prime,Replacement
ORD100719,PID6009,Clothing,35.95,Wrong item received,23,Damaged,Prime,Refund
ORD100720,PID8999,Sports,454.22,No longer needed,7,Opened,Non-Prime,Refund
ORD100721,PID8268,Beauty,105.57,Defective product,3,Damaged,Prime,Replacement
ORD100722,PID6240,Sports,94.5,Size too small,10,Used,Prime,Replacement
ORD100723,PID3309,Electronics,423.03,Better price available,9,Opened,Non-Prime,Replacement
ORD100724,PID5439,Electronics,100.94,Item damaged,29,Unopened,Prime,Replacement
ORD100725,PID3882,Electronics,52.77,Changed mind,14,Unopened,Non-Prime,Replacement
ORD100726,PID7921,Beauty,105.38,Not as described,26,Opened,Non-Prime,Refund
ORD100727,PID1566,Sports,191.85,Size too small,27,Unopened,Non-Prime,Refund
ORD100728,PID5152,Clothing,352.18,Better price available,2,Opened,Prime,Replacement
ORD100729,PID8888,Sports,367.94,Size too large,3,Unopened,Prime,Refund
ORD100730,PID5108,Beauty,171.58,Wrong item received,8,Unopened,Prime,Replacement
ORD100731,PID7647,Beauty,241.76,Item damaged,4,Used,Non-Prime,Replacement
ORD100732,PID3589,Clothing,260.11,No longer needed,26,Damaged,Non-Prime,Refund
ORD100733,PID2642,Beauty,288.95,Quality not good,17,Unopened,Prime,Refund
ORD100734,PID4469,Sports,237.9,Size too small,24,Used,Prime,Refund
ORD100735,PID9033,Electronics,440.14,Not as described,6,Used,Non-Prime,Refund
ORD100736,PID7564,Home,225.28,Size too large,4,Damaged,Non-Prime,Replacement
ORD100737,PID1786,Electronics,283.72,Defective product,12,Damaged,Non-Prime,Replacement
ORD100738,PID2345,Sports,185.32,Missing parts,26,Opened,Prime,Refund
ORD100739,PID3733,Clothing,228.89,Changed mind,3,Damaged,Prime,Refund
ORD100740,PID3600,Home,104.58,Quality not good,28,Unopened,Prime,Refund
ORD100741,PID4482,Home,66.67,Not as described,7,Used,Prime,Replacement
ORD100742,PID3589,Home,351.52,Size too large,18,Damaged,Prime,Replacement
ORD100743,PID7856,Beauty,74.94,Size too small,29,Unopened,Non-Prime,Refund
ORD100744,PID6917,Sports,70.57,Arrived late,28,Used,Non-Prime,Replacement
ORD100745,PID6732,Clothing,156.9,No longer needed,2,Opened,Non-Prime,Replacement
ORD100746,PID8872,Electronics,253.3,Quality not good,13,Used,Prime,Refund
ORD100747,PID6541,Electronics,432.99,Arrived late,19,Used,Non-Prime,Replacement
ORD100748,PID8776,Clothing,277.13,Item damaged,19,Opened,Prime,Replacement
ORD100749,PID2281,Sports,200.94,Item damaged,20,Used,Prime,Replacement
ORD100750,PID9286,Sports,275.19,Size too large,25,Opened,Non-Prime,Replacement
ORD100751,PID3261,Clothing,426.66,No longer needed,1,Damaged,Non-Prime,Replacement
ORD100752,PID8613,Sports,353.35,Size too small,16,Unopened,Prime,Refund
ORD100753,PID2638,Beauty,182.39,Quality not good,30,Opened,Prime,Replacement
ORD100754,PID3055,Electronics,174.76,No longer needed,4,Opened,Non-Prime,Refund
ORD100755,PID6169,Electronics,334.95,Arrived late,4,Unopened,Prime,Replacement
ORD100756,PID4049,Beauty,245.78,Changed mind,7,Unopened,Prime,Replacement
ORD100757,PID6763,Electronics,412.23,No longer needed,5,Used,Prime,Replacement
ORD100758,PID5065,Beauty,458.72,Wrong item received,15,Used,Non-Prime,Refund
ORD100759,PID7558,Electronics,200.09,Quality not good,30,Used,Prime,Refund
ORD100760,PID9468,Beauty,469.99,Missing parts,30,Used,Prime,Refund
ORD100761,PID6969,Home,409.7,Item damaged,16,Damaged,Non-Prime,Replacement
ORD100762,PID8592,Electronics,442.29,Not as described,24,Opened,Prime,Replacement
ORD100763,PID8925,Electronics,412.73,Better price available,18,Opened,Non-Prime,Replacement
ORD100764,PID5512,Beauty,345.87,Size too small,25,Used,Prime,Replacement
ORD100765,PID4164,Electronics,488.42,Better price available,6,Damaged,Prime,Refund
ORD100766,PID8677,Sports,302.98,Size too small,27,Used,Prime,Replacement
ORD100767,PID6272,Electronics,359.33,Size too small,6,Unopened,Prime,Refund
ORD100768,PID1193,Sports,177.87,Size too large,17,Opened,Prime,Replacement
ORD100769,PID2218,Home,339.41,Missing parts,1,Used,Prime,Replacement
ORD100770,PID9588,Clothing,252.77,Size too small,12,Unopened,Prime,Refund
ORD100771,PID9661,Electronics,456.44,Better price available,27,Unopened,Non-Prime,Refund
ORD100772,PID4914,Clothing,219.82,No longer needed,28,Unopened,Prime,Replacement
ORD100773,PID7370,Home,240.64,No longer needed,10,Opened,Prime,Replacement
ORD100774,PID7773,Sports,85.06,Item damaged,23,Unopened,Prime,Refund
ORD100775,PID1939,Sports,291.17,Quality not good,11,Used,Non-Prime,Refund
ORD100776,PID2071,Home,198.65,Defective product,4,Unopened,Prime,Refund
ORD100777,PID4948,Home,336.03,Changed mind,5,Unopened,Non-Prime,Refund
ORD100778,PID4138,Clothing,154.16,Missing parts,4,Unopened,Non-Prime,Replacement
ORD100779,PID2593,Sports,439.56,Arrived late,18,Damaged,Non-Prime,Refund
ORD100780,PID5960,Sports,66.07,Item damaged,27,Unopened,Prime,Refund
ORD100781,PID8860,Sports,104.45,Not as described,1,Damaged,Prime,Replacement
ORD100782,PID4840,Clothing,380.59,Missing parts,8,Damaged,Non-Prime,Refund
ORD100783,PID2482,Electronics,211.99,Defective product,5,Opened,Prime,Replacement
ORD100784,PID2139,Sports,202.32,Better price available,15,Unopened,Non-Prime,Replacement
ORD100785,PID5565,Sports,16.53,Quality not good,26,Used,Non-Prime,Refund
ORD100786,PID5864,Electronics,10.44,Quality not good,21,Opened,Prime,Refund
ORD100787,PID8968,Electronics,485.6,Quality not good,17,Used,Non-Prime,Refund
ORD100788,PID8092,Home,445.6,Wrong item received,13,Damaged,Prime,Replacement
ORD100789,PID2412,Home,233.21,Size too large,21,Opened,Non-Prime,Refund
ORD100790,PID7322,Sports,252.75,Quality not good,10,Unopened,Non-Prime,Refund
ORD100791,PID9604,Home,344.77,No longer needed,2,Used,Prime,Refund
ORD100792,PID9700,Electronics,165.11,Size too large,17,Used,Prime,Replacement
ORD100793,PID4495,Clothing,359.76,Size too large,9,Unopened,Non-Prime,Refund
ORD100794,PID6874,Electronics,182.77,Arrived late,21,Opened,Non-Prime,Replacement
ORD100795,PID2994,Beauty,441.44,Size too small,6,Damaged,Prime,Replacement
ORD100796,PID7436,Electronics,438.69,Better price available,19,Opened,Non-Prime,Replacement
ORD100797,PID4436,Sports,319.6,Item damaged,7,Opened,Non-Prime,Replacement
ORD100798,PID4520,Clothing,474.7,No longer needed,23,Unopened,Prime,Replacement
ORD100799,PID5692,Sports,139.18,Not as described,6,Unopened,Prime,Replacement
ORD100800,PID8151,Electronics,340.32,Better price available,10,Used,Non-Prime,Replacement
ORD100801,PID9562,Electronics,391.27,Arrived late,9,Used,Prime,Refund
ORD100802,PID9016,Electronics,235.41,Not as described,16,Used,Prime,Refund
ORD100803,PID7151,Home,74.47,Wrong item received,2,Used,Non-Prime,Refund
ORD100804,PID1562,Electronics,427.73,Item damaged,18,Opened,Non-Prime,Replacement
ORD100805,PID3640,Sports,386.72,Wrong item received,25,Damaged,Non-Prime,Replacement
ORD100806,PID4886,Home,138.54,Item damaged,12,Used,Prime,Replacement
ORD100807,PID5617,Sports,119.23,Size too large,13,Damaged,Prime,Refund
ORD100808,PID8595,Home,141.52,Missing parts,7,Unopened,Prime,Refund
ORD100809,PID2378,Electronics,327.15,Missing parts,29,Damaged,Prime,Refund
ORD100810,PID7065,Home,90.95,Changed mind,27,Unopened,Prime,Refund
ORD100811,PID1434,Home,28.67,No longer needed,4,Unopened,Prime,Refund
ORD100812,PID8584,Electronics,84.22,Wrong item received,22,Used,Prime,Replacement
ORD100813,PID3898,Electronics,173.68,Item damaged,30,Used,Prime,Refund
ORD100814,PID9257,Electronics,142.82,Better price available,18,Opened,Non-Prime,Replacement
ORD100815,PID4109,Home,205.55,Not as described,22,Damaged,Non-Prime,Refund
ORD100816,PID5892,Home,451.96,Size too small,6,Opened,Non-Prime,Replacement
ORD100817,PID3676,Sports,90.57,Size too large,2,Used,Prime,Refund
ORD100818,PID9327,Beauty,303.98,Better price available,6,Damaged,Non-Prime,Replacement
ORD100819,PID8838,Electronics,419.33,Size too small,15,Used,Non-Prime,Refund
ORD100820,PID1766,Electronics,93.11,Missing parts,3,Damaged,Prime,Replacement
ORD100821,PID5201,Home,139.49,No longer needed,4,Used,Non-Prime,Replacement
ORD100822,PID2993,Electronics,399.55,Wrong item received,16,Used,Non-Prime,Refund
ORD100823,PID4341,Sports,223.71,Changed mind,20,Opened,Non-Prime,Replacement
ORD100824,PID7083,Home,19.55,No longer needed,4,Used,Prime,Refund
ORD100825,PID4127,Home,122.22,Missing parts,6,Opened,Prime,Refund
ORD100826,PID9675,Electronics,24.83,Not as described,21,Used,Prime,Refund
ORD100827,PID2081,Clothing,429.89,Size too small,10,Damaged,Non-Prime,Replacement
ORD100828,PID8537,Home,276.13,Defective product,23,Used,Non-Prime,Refund
ORD100829,PID2354,Electronics,55.71,Not as described,30,Damaged,Prime,Replacement
ORD100830,PID4472,Beauty,120.77,Defective product,1,Opened,Prime,Replacement
ORD100831,PID9558,Electronics,365.49,Missing parts,29,Damaged,Non-Prime,Refund
ORD100832,PID7250,Home,271.63,Size too small,7,Unopened,Prime,Refund
ORD100833,PID3199,Beauty,18.74,Defective product,26,Damaged,Non-Prime,Refund
ORD100834,PID5221,Electronics,271.19,Quality not good,21,Used,Non-Prime,Replacement
ORD100835,PID1788,Sports,174.97,Missing parts,13,Opened,Prime,Refund
ORD100836,PID2264,Clothing,220.69,Better price available,14,Used,Prime,Replacement
ORD100837,PID3044,Home,320.25,Quality not good,15,Used,Non-Prime,Refund
ORD100838,PID6580,Electronics,104.92,Size too small,4,Damaged,Prime,Replacement
ORD100839,PID4535,Beauty,426.16,Better price available,14,Used,Prime,Refund
ORD100840,PID1437,Home,70.76,Size too large,15,Damaged,Prime,Replacement
ORD100841,PID4201,Home,492.97,Quality not good,24,Damaged,Prime,Refund
ORD100842,PID9474,Sports,118.35,Missing parts,21,Unopened,Non-Prime,Replacement
ORD100843,PID1652,Clothing,409.72,No longer needed,12,Unopened,Prime,Replacement
ORD100844,PID2496,Sports,433.25,No longer needed,28,Used,Non-Prime,Refund
ORD100845,PID2357,Electronics,41.41,Missing parts,6,Damaged,Non-Prime,Replacement
ORD100846,PID4891,Home,461.91,Better price available,10,Opened,Prime,Replacement
ORD100847,PID3416,Electronics,48.16,Defective product,6,Damaged,Non-Prime,Replacement
ORD100848,PID2617,Electronics,409.21,Size too large,29,Used,Non-Prime,Replacement
ORD100849,PID4508,Beauty,52.37,No longer needed,20,Opened,Prime,Refund
ORD100850,PID9412,Beauty,64.37,Wrong item received,26,Unopened,Non-Prime,Refund
ORD100851,PID9326,Home,445.43,Size too large,8,Opened,Prime,Replacement
ORD100852,PID3461,Clothing,414.82,Changed mind,4,Used,Prime,Replacement
ORD100853,PID5664,Beauty,234.53,Defective product,5,Opened,Non-Prime,Refund
ORD100854,PID7647,Sports,72.74,Better price available,21,Opened,Non-Prime,Replacement
ORD100855,PID7358,Beauty,93.97,Better price available,2,Unopened,Non-Prime,Refund
ORD100856,PID5826,Beauty,270.37,Missing parts,6,Used,Non-Prime,Refund
ORD100857,PID9185,Clothing,301.14,Changed mind,9,Damaged,Prime,Refund
ORD100858,PID3750,Clothing,481.15,Better price available,2,Opened,Non-Prime,Refund
ORD100859,PID7030,Clothing,334.33,Defective product,12,Unopened,Prime,Refund
ORD100860,PID5373,Clothing,388.31,Wrong item received,25,Unopened,Prime,Replacement
ORD100861,PID8115,Home,429.55,Missing parts,26,Used,Non-Prime,Refund
ORD100862,PID7422,Sports,224.7,No longer needed,29,Opened,Prime,Refund
ORD100863,PID7186,Electronics,457.42,No longer needed,17,Damaged,Prime,Refund
ORD100864,PID4039,Clothing,231.16,Not as described,17,Opened,Non-Prime,Replacement
ORD100865,PID6328,Beauty,456.63,Size too small,10,Used,Non-Prime,Replacement
ORD100866,PID7736,Electronics,200.0,Size too small,8,Opened,Prime,Refund
ORD100867,PID5882,Beauty,43.59,Not as described,21,Unopened,Non-Prime,Refund
ORD100868,PID2484,Clothing,99.95,Size too small,12,Used,Non-Prime,Refund
ORD100869,PID7216,Sports,231.23,Wrong item received,4,Damaged,Prime,Replacement
ORD100870,PID5386,Electronics,156.36,Changed mind,3,Damaged,Prime,Refund
ORD100871,PID3679,Sports,239.86,Changed mind,7,Damaged,Prime,Replacement
ORD100872,PID5643,Home,471.55,Changed mind,11,Unopened,Prime,Replacement
ORD100873,PID6643,Electronics,364.32,Arrived late,3,Used,Prime,Replacement
ORD100874,PID7341,Clothing,62.99,Wrong item received,24,Unopened,Prime,Refund
ORD100875,PID3317,Electronics,450.61,No longer needed,16,Damaged,Prime,Refund
ORD100876,PID5235,Clothing,209.32,Item damaged,6,Used,Prime,Replacement
ORD100877,PID5552,Beauty,157.73,Size too small,12,Unopened,Non-Prime,Replacement
ORD100878,PID1553,Sports,78.02,Size too large,24,Used,Prime,Replacement
ORD100879,PID8520,Beauty,19.46,Better price available,11,Damaged,Non-Prime,Refund
ORD100880,PID3849,Clothing,96.98,No longer needed,22,Used,Non-Prime,Replacement
ORD100881,PID1710,Sports,238.9,Arrived late,27,Unopened,Non-Prime,Refund
ORD100882,PID1582,Beauty,125.92,Item damaged,21,Damaged,Prime,Replacement
ORD100883,PID6261,Sports,281.47,Better price available,19,Opened,Non-Prime,Refund
ORD100884,PID2897,Clothing,356.06,Item damaged,3,Opened,Non-Prime,Replacement
ORD100885,PID7834,Beauty,180.9,No longer needed,10,Unopened,Prime,Refund
ORD100886,PID6090,Electronics,468.3,Not as described,4,Damaged,Prime,Replacement
ORD100887,PID9705,Sports,493.82,Size too large,2,Opened,Non-Prime,Replacement
ORD100888,PID9743,Beauty,471.64,Quality not good,21,Damaged,Non-Prime,Replacement
ORD100889,PID5961,Beauty,459.13,Better price available,17,Damaged,Non-Prime,Replacement
ORD100890,PID2733,Electronics,72.23,Missing parts,14,Unopened,Prime,Replacement
ORD100891,PID3743,Electronics,281.3,Quality not good,1,Damaged,Prime,Replacement
ORD100892,PID4691,Sports,15.44,Not as described,18,Unopened,Prime,Replacement
ORD100893,PID8122,Sports,21.16,Better price available,13,Used,Prime,Replacement
ORD100894,PID3352,Sports,84.58,Changed mind,2,Damaged,Non-Prime,Replacement
ORD100895,PID7091,Electronics,230.96,No longer needed,18,Opened,Non-Prime,Refund
ORD100896,PID2608,Electronics,133.96,Wrong item received,2,Unopened,Non-Prime,Refund
ORD100897,PID3736,Electronics,447.77,Defective product,20,Opened,Prime,Replacement
ORD100898,PID2548,Sports,499.07,Not as described,8,Damaged,Non-Prime,Refund
ORD100899,PID3408,Beauty,118.37,Item damaged,28,Opened,Non-Prime,Replacement
ORD100900,PID3647,Electronics,132.03,Item damaged,25,Opened,Non-Prime,Refund
ORD100901,PID8572,Clothing,464.04,Not as described,20,Damaged,Prime,Replacement
ORD100902,PID7789,Clothing,335.66,No longer needed,14,Unopened,Non-Prime,Refund
ORD100903,PID9652,Beauty,424.75,Size too large,7,Opened,Prime,Replacement
ORD100904,PID7526,Home,87.34,Defective product,19,Unopened,Prime,Replacement
ORD100905,PID4348,Clothing,113.72,Arrived late,10,Unopened,Prime,Refund
ORD100906,PID4085,Clothing,305.43,Quality not good,16,Opened,Prime,Refund
ORD100907,PID9601,Sports,165.8,Arrived late,25,Opened,Prime,Refund
ORD100908,PID3616,Clothing,79.99,Defective product,2,Opened,Prime,Refund
ORD100909,PID1144,Electronics,96.96,Changed mind,29,Unopened,Non-Prime,Replacement
ORD100910,PID6470,Clothing,497.58,No longer needed,28,Opened,Prime,Replacement
ORD100911,PID3586,Sports,476.19,Arrived late,5,Unopened,Non-Prime,Replacement
ORD100912,PID7494,Sports,333.56,No longer needed,4,Damaged,Non-Prime,Refund
ORD100913,PID9202,Clothing,99.22,Defective product,21,Unopened,Prime,Replacement
ORD100914,PID7537,Sports,409.6,Not as described,12,Used,Non-Prime,Refund
ORD100915,PID6617,Clothing,223.29,Size too small,25,Damaged,Non-Prime,Replacement
ORD100916,PID3284,Clothing,284.51,Not as described,16,Opened,Non-Prime,Refund
ORD100917,PID2989,Beauty,490.3,Size too large,21,Unopened,Non-Prime,Refund
ORD100918,PID2731,Sports,476.83,Quality not good,24,Used,Non-Prime,Replacement
ORD100919,PID8843,Beauty,267.13,Changed mind,6,Unopened,Non-Prime,Refund
ORD100920,PID5465,Sports,13.43,Wrong item received,20,Damaged,Prime,Refund
ORD100921,PID9524,Clothing,315.63,Size too large,17,Unopened,Non-Prime,Refund
ORD100922,PID4238,Home,220.79,Size too large,2,Damaged,Non-Prime,Replacement
ORD100923,PID8829,Sports,40.1,Quality not good,23,Used,Prime,Refund
ORD100924,PID5541,Beauty,283.55,Wrong item received,15,Damaged,Prime,Refund
ORD100925,PID2898,Beauty,249.57,Arrived late,29,Unopened,Prime,Replacement
ORD100926,PID2114,Home,133.26,Arrived late,4,Unopened,Prime,Refund
ORD100927,PID1666,Electronics,406.34,Arrived late,5,Damaged,Non-Prime,Replacement
ORD100928,PID5688,Sports,432.68,Missing parts,6,Unopened,Prime,Refund
ORD100929,PID1378,Sports,344.55,Arrived late,6,Unopened,Prime,Replacement
ORD100930,PID6721,Clothing,128.6,Defective product,18,Damaged,Non-Prime,Refund
ORD100931,PID4647,Clothing,148.52,Size too large,9,Unopened,Non-Prime,Replacement
ORD100932,PID1406,Beauty,49.21,Size too small,24,Unopened,Non-Prime,Replacement
ORD100933,PID2135,Home,24.69,Missing parts,19,Damaged,Prime,Replacement
ORD100934,PID5876,Sports,483.33,Quality not good,20,Damaged,Prime,Replacement
ORD100935,PID2902,Home,275.18,Wrong item received,20,Opened,Prime,Refund
ORD100936,PID9943,Clothing,284.93,Arrived late,23,Opened,Non-Prime,Refund
ORD100937,PID4954,Beauty,262.36,Missing parts,29,Opened,Prime,Refund
ORD100938,PID3695,Beauty,208.05,Changed mind,16,Unopened,Non-Prime,Refund
ORD100939,PID3754,Electronics,449.06,Quality not good,19,Unopened,Prime,Replacement
ORD100940,PID1446,Beauty,224.97,Not as described,4,Opened,Non-Prime,Replacement
ORD100941,PID1116,Sports,499.3,Missing parts,20,Damaged,Non-Prime,Refund
ORD100942,PID1649,Beauty,63.21,No longer needed,8,Opened,Non-Prime,Replacement
ORD100943,PID5146,Home,153.47,Size too large,17,Opened,Non-Prime,Replacement
ORD100944,PID7069,Sports,414.78,Changed mind,14,Damaged,Prime,Refund
ORD100945,PID5015,Sports,322.27,Not as described,30,Used,Non-Prime,Replacement
ORD100946,PID3546,Electronics,161.75,Item damaged,12,Unopened,Prime,Refund
ORD100947,PID5960,Clothing,328.0,Not as described,2,Used,Prime,Refund
ORD100948,PID2083,Beauty,471.68,Item damaged,22,Used,Prime,Refund
ORD100949,PID4853,Clothing,207.29,Defective product,1,Opened,Non-Prime,Refund
ORD100950,PID3046,Home,353.58,Better price available,4,Opened,Prime,Replacement
ORD100951,PID6183,Home,479.08,No longer needed,28,Opened,Non-Prime,Replacement
ORD100952,PID5215,Home,327.95,Item damaged,4,Used,Prime,Refund
ORD100953,PID1744,Clothing,31.03,Changed mind,1,Damaged,Non-Prime,Replacement
ORD100954,PID5769,Sports,159.45,Size too large,5,Damaged,Prime,Refund
ORD100955,PID1825,Sports,245.89,Not as described,29,Unopened,Non-Prime,Refund
ORD100956,PID3886,Electronics,90.71,Item damaged,25,Opened,Non-Prime,Replacement
ORD100957,PID8945,Clothing,119.32,Defective product,1,Damaged,Prime,Refund
ORD100958,PID1623,Home,212.76,Size too large,24,Damaged,Prime,Refund
ORD100959,PID3086,Clothing,175.09,Wrong item received,22,Used,Prime,Refund
ORD100960,PID4065,Sports,100.65,Size too large,2,Unopened,Prime,Replacement
ORD100961,PID8611,Clothing,233.23,Item damaged,14,Used,Non-Prime,Refund
ORD100962,PID6241,Electronics,325.55,Missing parts,7,Opened,Prime,Refund
ORD100963,PID9782,Home,423.14,No longer needed,22,Opened,Prime,Replacement
ORD100964,PID1751,Home,209.09,Not as described,9,Used,Non-Prime,Replacement
ORD100965,PID7317,Electronics,313.21,Not as described,16,Used,Prime,Replacement
ORD100966,PID6257,Home,172.67,Not as described,17,Opened,Non-Prime,Refund
ORD100967,PID3546,Beauty,249.49,Missing parts,30,Unopened,Non-Prime,Refund
ORD100968,PID6553,Home,448.31,Wrong item received,6,Unopened,Non-Prime,Refund
ORD100969,PID9076,Clothing,85.77,Size too large,2,Opened,Prime,Refund
ORD100970,PID2880,Clothing,96.24,Better price available,26,Damaged,Prime,Refund
ORD100971,PID2176,Sports,399.41,Arrived late,2,Opened,Non-Prime,Replacement
ORD100972,PID8351,Beauty,367.02,Not as described,19,Used,Prime,Refund
ORD100973,PID2208,Home,188.91,Arrived late,14,Used,Non-Prime,Refund
ORD100974,PID2877,Beauty,215.44,Better price available,27,Damaged,Prime,Replacement
ORD100975,PID5955,Electronics,47.87,Changed mind,14,Opened,Prime,Replacement
ORD100976,PID8019,Clothing,406.6,Wrong item received,18,Unopened,Prime,Replacement
ORD100977,PID6195,Home,440.88,Item damaged,5,Opened,Prime,Replacement
ORD100978,PID6492,Beauty,465.06,Changed mind,4,Opened,Non-Prime,Refund
ORD100979,PID8746,Sports,128.28,Changed mind,16,Used,Prime,Replacement
ORD100980,PID5978,Home,438.96,Item damaged,24,Used,Non-Prime,Refund
ORD100981,PID3742,Home,461.46,Arrived late,28,Opened,Prime,Replacement
ORD100982,PID4795,Sports,199.46,Size too large,18,Used,Prime,Replacement
ORD100983,PID8554,Sports,275.84,Quality not good,8,Damaged,Non-Prime,Replacement
ORD100984,PID7652,Electronics,318.75,Better price available,11,Damaged,Prime,Refund
ORD100985,PID3816,Clothing,351.13,Item damaged,20,Unopened,Non-Prime,Refund
ORD100986,PID6350,Home,180.75,Changed mind,17,Used,Non-Prime,Replacement
ORD100987,PID4151,Beauty,223.13,Changed mind,20,Damaged,Prime,Replacement
ORD100988,PID8325,Clothing,63.07,Better price available,11,Unopened,Prime,Refund
ORD100989,PID8704,Electronics,311.22,No longer needed,25,Unopened,Non-Prime,Refund
ORD100990,PID6531,Beauty,294.95,Wrong item received,20,Used,Non-Prime,Refund
ORD100991,PID1506,Home,479.86,Defective product,27,Opened,Prime,Refund
ORD100992,PID3669,Sports,467.49,Better price available,23,Used,Prime,Replacement
ORD100993,PID5922,Electronics,77.86,Better price available,18,Used,Non-Prime,Replacement
ORD100994,PID3305,Sports,92.64,Size too large,22,Used,Non-Prime,Replacement
ORD100995,PID4149,Home,242.35,Better price available,3,Opened,Prime,Refund
ORD100996,PID1721,Sports,290.57,Defective product,21,Unopened,Non-Prime,Replacement
ORD100997,PID6803,Sports,135.56,Changed mind,21,Damaged,Non-Prime,Replacement
ORD100998,PID7694,Beauty,451.21,Changed mind,4,Used,Non-Prime,Replacement
ORD100999,PID7874,Clothing,435.07,Missing parts,7,Damaged,Prime,Refund
