qc_id,warehouse_id,product_id,category,inspection_date,defect_type,defect_severity,quantity_checked,quantity_defective,qc_status,flagged_for_review,inspector_level
QC10542,WH-101,PID1000,Beauty,2025-12-15,Cosmetic Defect,Medium,70,5,Fail,No,Junior
QC10543,WH-101,PID5627,Sports,2025-11-04,Functional Failure,High,18,13,Fail,Yes,Automated
QC10544,WH-101,PID1593,Beauty,2026-03-01,Label Error,Low,151,0,Pass,No,Senior
QC10545,WH-410,PID3802,Electronics,2025-09-02,Packaging Damage,Low,30,2,Fail,No,Junior
QC10546,WH-512,PID5636,Beauty,2025-09-14,Missing Parts,Low,127,0,Pass,No,Junior
QC10547,WH-305,PID1315,Electronics,2026-01-05,Label Error,Low,159,1,Fail,No,Automated
QC10548,WH-410,PID5957,Clothing,2025-09-14,Cosmetic Defect,Medium,59,9,Fail,No,Junior
QC10549,WH-305,PID4721,Sports,2025-09-23,Functional Failure,Low,133,2,Fail,No,Junior
QC10550,WH-512,PID5057,Beauty,2026-01-26,Label Error,Low,116,2,Fail,No,Senior
QC10551,WH-512,PID2152,Beauty,2026-01-31,Missing Parts,High,16,15,Fail,Yes,Automated
QC10552,WH-101,PID8687,Sports,2025-11-24,Packaging Damage,Low,178,0,Pass,No,Senior
QC10553,WH-101,PID2329,Sports,2026-02-20,Barcode Issue,Medium,96,7,Fail,No,Senior
QC10554,WH-101,PID7667,Sports,2025-12-09,Wrong Item,Medium,90,9,Fail,No,Senior
QC10555,WH-101,PID4590,Sports,2026-01-13,Wrong Item,Low,53,0,Pass,No,Automated
QC10556,WH-512,PID5550,Beauty,2025-12-15,Functional Failure,Low,82,0,Pass,No,Senior
QC10557,WH-203,PID8994,Electronics,2026-01-14,Packaging Damage,Low,106,0,Pass,No,Junior
QC10558,WH-203,PID9994,Electronics,2025-12-12,Missing Parts,Medium,190,9,Fail,No,Junior
QC10559,WH-410,PID8831,Beauty,2025-11-30,Cosmetic Defect,Low,21,0,Pass,No,Senior
QC10560,WH-512,PID2195,Electronics,2026-01-28,Barcode Issue,Medium,127,5,Fail,No,Senior
QC10561,WH-512,PID3938,Beauty,2025-12-25,Packaging Damage,Low,70,1,Fail,No,Junior
QC10562,WH-203,PID2479,Sports,2026-02-26,Cosmetic Defect,Low,44,0,Pass,No,Junior
QC10563,WH-410,PID9306,Beauty,2025-09-10,Wrong Item,High,23,17,Fail,Yes,Senior
QC10564,WH-410,PID5766,Sports,2026-02-18,Barcode Issue,Low,92,3,Fail,No,Automated
QC10565,WH-203,PID8449,Electronics,2025-09-25,Packaging Damage,Low,40,3,Fail,No,Junior
QC10566,WH-512,PID3605,Electronics,2026-01-02,Wrong Item,Low,112,1,Fail,No,Junior
QC10567,WH-512,PID3424,Electronics,2025-10-08,Barcode Issue,Low,149,3,Fail,No,Automated
QC10568,WH-512,PID1204,Electronics,2025-12-03,Cosmetic Defect,Medium,146,7,Fail,No,Senior
QC10569,WH-512,PID5786,Sports,2026-01-27,Functional Failure,Low,90,2,Fail,No,Senior
QC10570,WH-101,PID9954,Home,2025-11-12,Missing Parts,Medium,190,8,Fail,No,Junior
QC10571,WH-203,PID8881,Clothing,2026-02-28,Wrong Item,Low,198,3,Fail,No,Senior
QC10572,WH-101,PID9975,Home,2025-09-09,Packaging Damage,Low,165,0,Pass,No,Automated
QC10573,WH-305,PID6849,Clothing,2025-10-19,Packaging Damage,High,137,6,Fail,Yes,Senior
QC10574,WH-305,PID3258,Clothing,2025-11-07,Functional Failure,Low,120,3,Fail,No,Senior
QC10575,WH-410,PID4716,Beauty,2025-11-23,Functional Failure,Medium,32,3,Fail,No,Junior
QC10576,WH-512,PID5490,Home,2025-09-11,Cosmetic Defect,Low,33,1,Fail,No,Junior
QC10577,WH-101,PID7927,Sports,2025-12-17,Wrong Item,Low,146,0,Pass,No,Senior
QC10578,WH-203,PID7894,Sports,2026-02-20,Missing Parts,Medium,63,5,Fail,No,Automated
QC10579,WH-512,PID5502,Sports,2025-10-27,Barcode Issue,Medium,135,10,Fail,No,Automated
QC10580,WH-101,PID8085,Sports,2026-01-08,Missing Parts,Medium,25,6,Fail,No,Automated
QC10581,WH-512,PID3285,Electronics,2025-10-12,Barcode Issue,Medium,172,8,Fail,No,Automated
QC10582,WH-203,PID9646,Home,2026-02-15,Functional Failure,Low,79,2,Fail,No,Junior
QC10583,WH-512,PID2973,Home,2025-11-04,Packaging Damage,Low,71,0,Pass,No,Junior
QC10584,WH-101,PID1672,Sports,2025-10-21,Cosmetic Defect,Low,63,3,Fail,No,Junior
QC10585,WH-305,PID3517,Clothing,2025-10-28,Label Error,Low,143,3,Fail,No,Automated
QC10586,WH-512,PID4749,Beauty,2026-01-27,Functional Failure,Low,107,0,Pass,No,Junior
QC10587,WH-305,PID3262,Beauty,2025-12-10,Functional Failure,High,26,9,Fail,Yes,Senior
QC10588,WH-410,PID4698,Home,2026-01-23,Wrong Item,Low,110,3,Fail,No,Junior
QC10589,WH-203,PID3780,Clothing,2026-01-24,Label Error,Medium,28,9,Fail,No,Automated
QC10590,WH-512,PID2868,Electronics,2025-10-02,Wrong Item,Low,67,0,Pass,No,Junior
QC10591,WH-203,PID2754,Clothing,2026-02-10,Functional Failure,Low,53,0,Pass,No,Senior
QC10592,WH-101,PID3098,Electronics,2025-09-28,Label Error,Low,151,3,Fail,No,Senior
QC10593,WH-305,PID5426,Home,2026-01-12,Functional Failure,Low,73,3,Fail,No,Senior
QC10594,WH-512,PID7610,Electronics,2025-12-25,Label Error,Medium,33,10,Fail,No,Senior
QC10595,WH-305,PID7681,Sports,2025-11-15,Label Error,Low,137,3,Fail,No,Automated
QC10596,WH-512,PID8014,Beauty,2025-10-21,Packaging Damage,Low,199,0,Pass,No,Senior
QC10597,WH-305,PID8365,Sports,2025-11-27,Cosmetic Defect,Low,68,3,Fail,No,Automated
QC10598,WH-305,PID7306,Sports,2025-12-24,Packaging Damage,Low,196,1,Fail,No,Junior
QC10599,WH-305,PID2815,Electronics,2025-12-20,Missing Parts,Medium,98,6,Fail,No,Senior
QC10600,WH-512,PID8327,Beauty,2025-11-17,Barcode Issue,Low,139,0,Pass,No,Automated
QC10601,WH-512,PID2644,Beauty,2025-12-29,Label Error,Low,50,0,Pass,No,Automated
QC10602,WH-101,PID9323,Sports,2025-10-09,Cosmetic Defect,Low,112,0,Pass,No,Junior
QC10603,WH-203,PID6257,Clothing,2025-09-14,Missing Parts,High,138,18,Fail,Yes,Senior
QC10604,WH-203,PID2692,Clothing,2025-11-12,Label Error,Low,29,1,Fail,No,Senior
QC10605,WH-410,PID7767,Home,2026-02-06,Functional Failure,Medium,141,8,Fail,No,Junior
QC10606,WH-101,PID3568,Beauty,2025-09-27,Functional Failure,Low,200,1,Fail,No,Automated
QC10607,WH-101,PID3988,Home,2025-12-03,Functional Failure,Low,182,0,Pass,No,Automated
QC10608,WH-203,PID8758,Electronics,2026-01-08,Functional Failure,High,28,11,Fail,Yes,Senior
QC10609,WH-203,PID6961,Clothing,2025-10-18,Wrong Item,Low,59,1,Fail,No,Junior
QC10610,WH-410,PID8978,Clothing,2025-12-05,Missing Parts,Low,199,1,Fail,No,Junior
QC10611,WH-410,PID8504,Sports,2025-11-21,Packaging Damage,Low,145,0,Pass,No,Automated
QC10612,WH-305,PID7410,Beauty,2025-10-17,Missing Parts,Low,67,3,Fail,No,Senior
QC10613,WH-203,PID4907,Electronics,2025-10-10,Missing Parts,Low,128,0,Pass,No,Senior
QC10614,WH-410,PID2821,Electronics,2025-12-01,Label Error,Low,24,0,Pass,No,Automated
QC10615,WH-203,PID5841,Beauty,2025-11-06,Label Error,Low,84,3,Fail,No,Junior
QC10616,WH-203,PID4886,Sports,2025-10-04,Cosmetic Defect,Low,137,3,Fail,No,Junior
QC10617,WH-410,PID4440,Beauty,2025-09-23,Functional Failure,Medium,80,7,Fail,No,Senior
QC10618,WH-101,PID7624,Clothing,2026-01-04,Cosmetic Defect,Low,132,2,Fail,No,Junior
QC10619,WH-410,PID9078,Beauty,2025-11-17,Barcode Issue,Low,125,2,Fail,No,Automated
QC10620,WH-305,PID3543,Electronics,2025-10-25,Packaging Damage,Low,179,1,Fail,No,Senior
QC10621,WH-410,PID2361,Home,2025-12-10,Wrong Item,Medium,166,7,Fail,No,Junior
QC10622,WH-305,PID7771,Electronics,2026-01-07,Barcode Issue,Low,165,1,Fail,No,Junior
QC10623,WH-101,PID6161,Electronics,2025-12-14,Missing Parts,Low,182,3,Fail,No,Junior
QC10624,WH-101,PID4567,Clothing,2025-11-30,Packaging Damage,Low,98,0,Pass,No,Junior
QC10625,WH-512,PID1837,Home,2026-01-29,Barcode Issue,Low,113,3,Fail,No,Automated
QC10626,WH-305,PID9652,Beauty,2025-11-13,Packaging Damage,Low,41,0,Pass,No,Junior
QC10627,WH-305,PID9093,Home,2026-02-06,Missing Parts,High,58,13,Fail,Yes,Senior
QC10628,WH-410,PID5749,Beauty,2025-11-12,Barcode Issue,Low,190,0,Pass,No,Automated
QC10629,WH-410,PID3105,Electronics,2025-10-25,Missing Parts,Low,108,2,Fail,No,Senior
QC10630,WH-410,PID5073,Home,2025-12-05,Cosmetic Defect,Low,130,2,Fail,No,Junior
QC10631,WH-512,PID3994,Clothing,2025-11-27,Functional Failure,Medium,165,8,Fail,No,Junior
QC10632,WH-410,PID4387,Home,2026-02-05,Label Error,Low,68,3,Fail,No,Senior
QC10633,WH-101,PID5033,Electronics,2026-02-28,Packaging Damage,Medium,144,5,Fail,No,Senior
QC10634,WH-203,PID9906,Beauty,2025-09-17,Functional Failure,Low,62,1,Fail,No,Automated
QC10635,WH-101,PID2428,Sports,2026-01-27,Packaging Damage,Low,62,3,Fail,No,Senior
QC10636,WH-101,PID6306,Clothing,2026-01-11,Packaging Damage,Low,176,2,Fail,No,Senior
QC10637,WH-410,PID4872,Clothing,2025-09-14,Wrong Item,Low,111,2,Fail,No,Automated
QC10638,WH-203,PID4495,Electronics,2026-01-04,Wrong Item,Medium,91,3,Fail,No,Senior
QC10639,WH-410,PID2046,Home,2026-02-24,Barcode Issue,Medium,158,7,Fail,No,Automated
QC10640,WH-305,PID4575,Home,2025-12-15,Label Error,Low,37,2,Fail,No,Automated
QC10641,WH-512,PID4653,Sports,2025-10-22,Label Error,Medium,127,6,Fail,No,Senior
QC10642,WH-410,PID1603,Home,2025-12-25,Cosmetic Defect,Low,172,0,Pass,No,Junior
QC10643,WH-203,PID8775,Clothing,2026-02-26,Functional Failure,Medium,106,7,Fail,No,Automated
QC10644,WH-305,PID6736,Beauty,2025-09-07,Packaging Damage,Low,183,0,Pass,No,Senior
QC10645,WH-512,PID6204,Beauty,2026-01-02,Wrong Item,Low,95,0,Pass,No,Senior
QC10646,WH-101,PID5507,Sports,2025-10-09,Cosmetic Defect,Low,186,2,Fail,No,Senior
QC10647,WH-101,PID4378,Beauty,2025-09-15,Missing Parts,Medium,85,5,Fail,No,Senior
QC10648,WH-512,PID4116,Clothing,2026-01-12,Cosmetic Defect,Low,12,1,Fail,No,Senior
QC10649,WH-410,PID6873,Home,2025-12-29,Barcode Issue,Medium,130,8,Fail,No,Junior
QC10650,WH-305,PID7427,Clothing,2026-01-15,Barcode Issue,Medium,199,6,Fail,No,Automated
QC10651,WH-101,PID8806,Clothing,2025-10-05,Barcode Issue,Medium,79,10,Fail,No,Senior
QC10652,WH-101,PID1136,Home,2025-12-28,Cosmetic Defect,High,143,23,Fail,Yes,Automated
QC10653,WH-203,PID6517,Sports,2025-11-27,Packaging Damage,Medium,189,6,Fail,No,Senior
QC10654,WH-305,PID6791,Home,2025-12-28,Label Error,Low,18,3,Fail,No,Senior
QC10655,WH-101,PID3339,Electronics,2025-09-21,Barcode Issue,Low,195,1,Fail,No,Senior
QC10656,WH-101,PID4507,Sports,2026-02-25,Wrong Item,Low,196,1,Fail,No,Senior
QC10657,WH-512,PID8216,Beauty,2026-01-12,Missing Parts,Medium,193,10,Fail,No,Automated
QC10658,WH-101,PID5970,Electronics,2025-11-01,Packaging Damage,Low,42,2,Fail,No,Junior
QC10659,WH-410,PID9780,Clothing,2025-09-03,Functional Failure,Low,183,1,Fail,No,Senior
QC10660,WH-512,PID8845,Sports,2026-01-03,Wrong Item,Low,107,2,Fail,No,Junior
QC10661,WH-410,PID1972,Electronics,2025-10-02,Missing Parts,Low,112,3,Fail,No,Junior
QC10662,WH-410,PID7550,Beauty,2025-12-05,Barcode Issue,Low,56,1,Fail,No,Junior
QC10663,WH-305,PID1813,Clothing,2026-02-28,Packaging Damage,Low,148,1,Fail,No,Senior
QC10664,WH-305,PID7038,Clothing,2025-10-21,Functional Failure,Low,16,2,Fail,No,Automated
QC10665,WH-512,PID6720,Home,2025-12-21,Packaging Damage,Low,184,1,Fail,No,Junior
QC10666,WH-512,PID8022,Beauty,2025-10-02,Cosmetic Defect,High,191,16,Fail,Yes,Senior
QC10667,WH-101,PID2074,Sports,2025-10-20,Functional Failure,Low,103,3,Fail,No,Junior
QC10668,WH-305,PID8428,Electronics,2025-12-17,Barcode Issue,Medium,111,8,Fail,No,Automated
QC10669,WH-305,PID2013,Clothing,2025-10-06,Barcode Issue,Medium,160,5,Fail,No,Senior
QC10670,WH-512,PID2524,Clothing,2026-01-15,Label Error,Low,93,1,Fail,No,Automated
QC10671,WH-512,PID9521,Clothing,2025-11-30,Barcode Issue,Low,184,1,Fail,No,Junior
QC10672,WH-305,PID3829,Clothing,2025-12-27,Cosmetic Defect,Low,94,1,Fail,No,Junior
QC10673,WH-203,PID6956,Clothing,2026-01-19,Wrong Item,Medium,131,2,Fail,No,Junior
QC10674,WH-410,PID8294,Home,2025-11-08,Missing Parts,Low,193,2,Fail,No,Junior
QC10675,WH-305,PID7607,Electronics,2025-10-04,Missing Parts,Low,25,3,Fail,No,Automated
QC10676,WH-305,PID6992,Home,2025-12-17,Functional Failure,Low,154,3,Fail,No,Junior
QC10677,WH-101,PID9698,Electronics,2025-11-01,Wrong Item,Low,118,3,Fail,No,Automated
QC10678,WH-305,PID3362,Home,2025-09-05,Label Error,Medium,118,3,Fail,No,Senior
QC10679,WH-101,PID9219,Sports,2025-10-30,Label Error,Low,117,2,Fail,No,Junior
QC10680,WH-101,PID8013,Sports,2026-02-25,Wrong Item,Medium,73,5,Fail,No,Senior
QC10681,WH-512,PID8648,Electronics,2025-11-17,Label Error,Low,153,0,Pass,No,Automated
QC10682,WH-305,PID5057,Sports,2025-11-14,Barcode Issue,Low,28,3,Fail,No,Senior
QC10683,WH-410,PID8092,Sports,2025-11-18,Barcode Issue,Medium,170,6,Fail,No,Senior
QC10684,WH-203,PID8802,Sports,2025-09-07,Label Error,High,119,7,Fail,Yes,Automated
QC10685,WH-410,PID8529,Sports,2025-09-11,Functional Failure,Low,110,0,Pass,No,Automated
QC10686,WH-101,PID3512,Clothing,2025-12-11,Packaging Damage,Medium,200,7,Fail,No,Automated
QC10687,WH-305,PID6129,Sports,2025-10-21,Barcode Issue,Medium,33,9,Fail,No,Senior
QC10688,WH-305,PID9555,Sports,2025-09-16,Cosmetic Defect,Low,20,1,Fail,No,Senior
QC10689,WH-101,PID6107,Sports,2025-09-29,Cosmetic Defect,Medium,37,6,Fail,No,Senior
QC10690,WH-305,PID7617,Clothing,2025-11-26,Missing Parts,Medium,118,3,Fail,No,Senior
QC10691,WH-203,PID7266,Clothing,2025-11-02,Cosmetic Defect,Low,147,3,Fail,No,Automated
QC10692,WH-203,PID7728,Home,2026-02-05,Packaging Damage,Low,36,1,Fail,No,Automated
QC10693,WH-410,PID1890,Sports,2026-01-13,Missing Parts,Low,103,3,Fail,No,Automated
QC10694,WH-512,PID4973,Beauty,2026-01-12,Packaging Damage,Low,171,0,Pass,No,Junior
QC10695,WH-305,PID1648,Clothing,2025-09-11,Barcode Issue,Medium,45,8,Fail,No,Automated
QC10696,WH-305,PID9878,Sports,2026-01-30,Cosmetic Defect,Medium,91,5,Fail,No,Junior
QC10697,WH-203,PID5832,Electronics,2025-10-10,Barcode Issue,Low,55,2,Fail,No,Senior
QC10698,WH-305,PID8443,Sports,2026-02-05,Packaging Damage,Medium,34,2,Fail,No,Junior
QC10699,WH-203,PID3594,Sports,2025-12-19,Label Error,Low,191,2,Fail,No,Senior
QC10700,WH-305,PID3811,Electronics,2025-11-10,Cosmetic Defect,Low,88,1,Fail,No,Automated
QC10701,WH-305,PID5297,Electronics,2025-12-02,Cosmetic Defect,Medium,129,6,Fail,No,Junior
QC10702,WH-305,PID1285,Electronics,2025-11-30,Functional Failure,Low,27,1,Fail,No,Automated
QC10703,WH-101,PID1092,Sports,2025-11-05,Barcode Issue,Low,82,3,Fail,No,Junior
QC10704,WH-101,PID4079,Clothing,2025-10-29,Wrong Item,Low,117,1,Fail,No,Automated
QC10705,WH-305,PID2105,Beauty,2026-02-18,Missing Parts,Low,62,0,Pass,No,Automated
QC10706,WH-305,PID8728,Electronics,2025-10-23,Missing Parts,Low,47,3,Fail,No,Junior
QC10707,WH-101,PID4557,Beauty,2026-01-25,Missing Parts,Low,175,1,Fail,No,Senior
QC10708,WH-101,PID7259,Electronics,2026-01-04,Barcode Issue,Low,150,2,Fail,No,Automated
QC10709,WH-203,PID2666,Beauty,2026-01-20,Packaging Damage,Low,136,3,Fail,No,Junior
QC10710,WH-512,PID2314,Home,2025-12-07,Cosmetic Defect,Low,56,3,Fail,No,Senior
QC10711,WH-101,PID4055,Home,2025-09-20,Missing Parts,High,61,15,Fail,Yes,Automated
QC10712,WH-203,PID1556,Sports,2025-09-08,Wrong Item,Medium,177,4,Fail,No,Automated
QC10713,WH-512,PID1022,Home,2026-02-13,Label Error,Low,132,0,Pass,No,Junior
QC10714,WH-101,PID7771,Beauty,2026-02-15,Wrong Item,High,128,8,Fail,Yes,Automated
QC10715,WH-101,PID2911,Home,2025-11-12,Label Error,Low,124,0,Pass,No,Junior
QC10716,WH-203,PID1575,Electronics,2025-09-02,Missing Parts,Low,182,1,Fail,No,Automated
QC10717,WH-512,PID1244,Electronics,2025-09-02,Cosmetic Defect,Medium,196,2,Fail,No,Junior
QC10718,WH-101,PID8325,Clothing,2025-12-31,Functional Failure,Low,102,0,Pass,No,Junior
QC10719,WH-305,PID4846,Home,2025-12-29,Cosmetic Defect,High,154,14,Fail,Yes,Automated
QC10720,WH-512,PID3530,Clothing,2026-01-04,Missing Parts,Low,87,0,Pass,No,Senior
QC10721,WH-203,PID8797,Sports,2025-11-10,Barcode Issue,Low,158,2,Fail,No,Automated
QC10722,WH-101,PID5521,Clothing,2026-01-18,Label Error,Low,25,2,Fail,No,Automated
QC10723,WH-512,PID7296,Clothing,2025-09-23,Barcode Issue,Low,149,3,Fail,No,Senior
QC10724,WH-410,PID6929,Beauty,2026-02-20,Functional Failure,High,126,6,Fail,Yes,Senior
QC10725,WH-410,PID1193,Home,2026-01-28,Missing Parts,Low,177,1,Fail,No,Automated
QC10726,WH-305,PID3382,Home,2025-09-02,Missing Parts,Medium,48,9,Fail,No,Junior
QC10727,WH-410,PID6805,Clothing,2026-01-28,Label Error,Low,143,2,Fail,No,Automated
QC10728,WH-410,PID9629,Beauty,2025-11-18,Missing Parts,Low,100,2,Fail,No,Automated
QC10729,WH-410,PID1515,Home,2026-02-21,Functional Failure,Low,107,3,Fail,No,Senior
QC10730,WH-305,PID2778,Home,2026-02-14,Wrong Item,Low,77,3,Fail,No,Senior
QC10731,WH-203,PID6293,Electronics,2025-12-28,Wrong Item,High,131,15,Fail,Yes,Automated
QC10732,WH-101,PID8552,Beauty,2026-02-23,Packaging Damage,Medium,85,6,Fail,No,Automated
QC10733,WH-410,PID2800,Beauty,2026-01-31,Cosmetic Defect,Low,104,0,Pass,No,Junior
QC10734,WH-101,PID5063,Home,2025-10-29,Packaging Damage,Low,192,3,Fail,No,Junior
QC10735,WH-410,PID2489,Beauty,2026-01-09,Barcode Issue,Low,118,1,Fail,No,Junior
QC10736,WH-512,PID4980,Home,2026-01-26,Missing Parts,Low,83,3,Fail,No,Senior
QC10737,WH-305,PID7064,Electronics,2026-01-14,Cosmetic Defect,Low,175,3,Fail,No,Senior
QC10738,WH-410,PID4478,Sports,2025-11-20,Barcode Issue,Low,103,2,Fail,No,Automated
QC10739,WH-305,PID8209,Clothing,2025-10-04,Missing Parts,Low,134,2,Fail,No,Automated
QC10740,WH-203,PID7283,Sports,2025-09-18,Barcode Issue,Low,196,1,Fail,No,Junior
QC10741,WH-512,PID1442,Sports,2026-01-03,Functional Failure,Low,159,3,Fail,No,Senior
QC10742,WH-305,PID2301,Home,2026-02-06,Barcode Issue,Low,35,2,Fail,No,Junior
QC10743,WH-305,PID6513,Clothing,2026-02-20,Barcode Issue,Low,150,3,Fail,No,Junior
QC10744,WH-410,PID9022,Electronics,2025-09-08,Label Error,Low,59,1,Fail,No,Senior
QC10745,WH-512,PID2918,Sports,2026-02-08,Wrong Item,High,45,25,Fail,Yes,Automated
QC10746,WH-512,PID3243,Electronics,2025-09-23,Cosmetic Defect,Low,133,2,Fail,No,Junior
QC10747,WH-512,PID7093,Electronics,2025-11-17,Cosmetic Defect,Low,27,0,Pass,No,Junior
QC10748,WH-512,PID7685,Home,2025-10-21,Functional Failure,Low,195,2,Fail,No,Junior
QC10749,WH-101,PID2865,Sports,2025-12-05,Cosmetic Defect,Low,18,3,Fail,No,Automated
QC10750,WH-203,PID5521,Beauty,2026-02-12,Barcode Issue,Medium,86,3,Fail,No,Automated
QC10751,WH-101,PID3956,Home,2025-12-10,Cosmetic Defect,Low,97,2,Fail,No,Automated
QC10752,WH-410,PID8716,Sports,2026-01-04,Packaging Damage,Low,10,1,Fail,No,Automated
QC10753,WH-101,PID4133,Electronics,2026-01-15,Cosmetic Defect,Medium,99,6,Fail,No,Senior
QC10754,WH-203,PID4135,Beauty,2026-02-15,Cosmetic Defect,Low,42,1,Fail,No,Automated
QC10755,WH-305,PID9806,Home,2025-12-17,Label Error,High,90,15,Fail,Yes,Senior
QC10756,WH-305,PID2720,Beauty,2026-01-06,Label Error,High,39,19,Fail,Yes,Junior
QC10757,WH-512,PID5578,Beauty,2025-11-20,Packaging Damage,Low,174,3,Fail,No,Junior
QC10758,WH-101,PID7920,Electronics,2025-12-02,Label Error,Low,185,1,Fail,No,Automated
QC10759,WH-101,PID6797,Sports,2026-02-15,Missing Parts,Medium,152,8,Fail,No,Junior
QC10760,WH-512,PID1948,Electronics,2026-01-19,Wrong Item,Low,31,3,Fail,No,Automated
QC10761,WH-512,PID2517,Clothing,2025-09-21,Functional Failure,Low,142,0,Pass,No,Senior
QC10762,WH-410,PID6548,Home,2025-11-23,Packaging Damage,High,114,16,Fail,Yes,Automated
QC10763,WH-203,PID3239,Clothing,2026-02-20,Label Error,Low,23,3,Fail,No,Automated
QC10764,WH-512,PID6429,Beauty,2025-10-05,Cosmetic Defect,Low,39,2,Fail,No,Senior
QC10765,WH-203,PID2139,Beauty,2025-10-20,Barcode Issue,Low,70,0,Pass,No,Automated
QC10766,WH-512,PID9146,Sports,2025-10-04,Missing Parts,Low,168,2,Fail,No,Automated
QC10767,WH-203,PID5807,Sports,2025-10-28,Packaging Damage,Low,129,2,Fail,No,Junior
QC10768,WH-305,PID6629,Beauty,2026-01-18,Packaging Damage,Medium,155,7,Fail,No,Junior
QC10769,WH-410,PID2207,Electronics,2026-01-08,Cosmetic Defect,Low,152,0,Pass,No,Junior
QC10770,WH-410,PID2464,Clothing,2025-11-29,Wrong Item,High,61,9,Fail,Yes,Senior
QC10771,WH-410,PID7179,Clothing,2025-10-11,Missing Parts,Medium,111,9,Fail,No,Automated
QC10772,WH-305,PID6527,Home,2025-12-31,Label Error,Low,19,1,Fail,No,Automated
QC10773,WH-203,PID7089,Clothing,2025-10-27,Missing Parts,Medium,145,4,Fail,No,Automated
QC10774,WH-410,PID9669,Sports,2025-10-22,Wrong Item,Low,71,2,Fail,No,Senior
QC10775,WH-305,PID5266,Home,2026-01-18,Packaging Damage,Medium,76,8,Fail,No,Automated
QC10776,WH-410,PID4705,Home,2025-09-26,Wrong Item,Low,128,2,Fail,No,Junior
QC10777,WH-203,PID9181,Beauty,2025-09-05,Missing Parts,Medium,87,10,Fail,No,Senior
QC10778,WH-512,PID6197,Sports,2025-12-17,Missing Parts,Low,173,1,Fail,No,Automated
QC10779,WH-101,PID2893,Sports,2025-10-24,Cosmetic Defect,High,154,11,Fail,Yes,Automated
QC10780,WH-410,PID9883,Home,2025-09-25,Missing Parts,Medium,12,4,Fail,No,Junior
QC10781,WH-101,PID8872,Electronics,2026-02-28,Cosmetic Defect,Low,99,3,Fail,No,Automated
QC10782,WH-512,PID7787,Beauty,2025-12-05,Label Error,Medium,41,2,Fail,No,Automated
QC10783,WH-512,PID9420,Beauty,2026-01-14,Wrong Item,Low,164,0,Pass,No,Automated
QC10784,WH-101,PID4806,Home,2025-12-10,Wrong Item,Low,70,3,Fail,No,Senior
QC10785,WH-512,PID4904,Home,2025-10-24,Functional Failure,Medium,24,8,Fail,No,Automated
QC10786,WH-203,PID9556,Sports,2026-01-01,Wrong Item,Low,108,2,Fail,No,Junior
QC10787,WH-101,PID7341,Beauty,2026-02-11,Cosmetic Defect,Low,163,2,Fail,No,Automated
QC10788,WH-512,PID2404,Electronics,2025-11-06,Cosmetic Defect,Low,68,1,Fail,No,Senior
QC10789,WH-512,PID6930,Clothing,2025-11-06,Cosmetic Defect,Low,159,0,Pass,No,Senior
QC10790,WH-305,PID1208,Home,2026-02-13,Missing Parts,Low,39,1,Fail,No,Senior
QC10791,WH-203,PID5263,Beauty,2026-02-01,Packaging Damage,High,131,13,Fail,Yes,Automated
QC10792,WH-203,PID3014,Beauty,2026-01-10,Barcode Issue,Medium,141,5,Fail,No,Junior
QC10793,WH-203,PID1174,Clothing,2025-09-06,Cosmetic Defect,Low,164,2,Fail,No,Automated
QC10794,WH-512,PID7808,Sports,2025-12-25,Packaging Damage,Low,61,3,Fail,No,Junior
QC10795,WH-512,PID1357,Beauty,2025-10-10,Wrong Item,Medium,72,4,Fail,No,Junior
QC10796,WH-305,PID8662,Electronics,2026-01-20,Label Error,Medium,72,4,Fail,No,Junior
QC10797,WH-512,PID1791,Home,2025-11-29,Wrong Item,High,28,14,Fail,Yes,Junior
QC10798,WH-203,PID7442,Beauty,2025-11-05,Barcode Issue,Medium,126,9,Fail,No,Automated
QC10799,WH-410,PID5215,Home,2025-10-09,Barcode Issue,Low,19,2,Fail,No,Junior
QC10800,WH-512,PID9520,Beauty,2026-02-24,Packaging Damage,High,129,22,Fail,Yes,Senior
QC10801,WH-512,PID6483,Clothing,2025-10-22,Cosmetic Defect,Low,181,2,Fail,No,Junior
QC10802,WH-512,PID4114,Electronics,2025-12-18,Wrong Item,Medium,180,6,Fail,No,Junior
QC10803,WH-305,PID1988,Sports,2025-09-02,Barcode Issue,Low,106,2,Fail,No,Junior
QC10804,WH-512,PID6107,Clothing,2026-01-28,Label Error,Medium,48,5,Fail,No,Junior
QC10805,WH-101,PID3249,Clothing,2026-01-25,Label Error,Low,122,2,Fail,No,Junior
QC10806,WH-305,PID7110,Beauty,2025-11-07,Cosmetic Defect,Medium,44,10,Fail,No,Automated
QC10807,WH-203,PID4726,Electronics,2025-11-27,Cosmetic Defect,Low,122,1,Fail,No,Automated
QC10808,WH-203,PID8804,Home,2026-02-23,Cosmetic Defect,Low,84,2,Fail,No,Automated
QC10809,WH-305,PID5806,Clothing,2025-10-20,Missing Parts,High,165,11,Fail,Yes,Junior
QC10810,WH-101,PID7737,Clothing,2025-09-07,Cosmetic Defect,Low,56,1,Fail,No,Junior
QC10811,WH-203,PID5843,Sports,2026-02-19,Cosmetic Defect,Medium,53,9,Fail,No,Senior
QC10812,WH-410,PID6317,Sports,2026-01-25,Label Error,Low,143,1,Fail,No,Junior
